ad,tur,ilce,lat,lon,alan_ha
KONGRE VADİ İÇİ BAHÇESİ,Kamu,SISLI,41.046427,28.989664,0.459
AHMET YESEVİ CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ATASEHIR,40.986866,29.122461,3.013
REYHANLI CADDESİ - ANKARA CADDESİ ARASI KURTKÖY SPOR KOMPLEKSİ KARŞISI OTOPARK YANI YEŞİL ALANLAR,Cadde (Kavşak ve Refüj),PENDIK,40.929194,29.321235,0.449
KARTAL KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KARTAL,40.905511,29.210381,4.006
HAL YOLU ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BAYRAMPASA,41.047411,28.892045,6.545
SAFA TEPESİ PARKI,Park,SANCAKTEPE,41.012601,29.255818,7.429
İBB AVCILAR ÇEM BAHÇESİ,Kamu,AVCILAR,41.031989,28.706388,0.208
KUMBURGAZ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BUYUKCEKMECE,41.029352,28.459651,1.385
BAŞAKŞEHİR FATİH TERİM STADYUMU BAHÇESİ,Kamu,BASAKSEHIR,41.122603,28.807033,1.642
ÇOBANÇEŞME KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BAKIRKOY,40.993261,28.819316,8.083
KAYNARCA MAHALLESİ KANUNİ SULTAN SÜLEYMAN CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.869934,29.261438,0.094
KURNA MAHALLE PARKI,Park,SILE,41.194365,29.362364,0.213
AVCILAR KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",AVCILAR,40.986624,28.722324,4.898
OKMEYDANI KAVŞAĞI - HALICIOĞLU KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BEYOGLU,41.052408,28.953019,4.103
ANIT MEZAR ÇEVRESİ,Kamu,ZEYTINBURNU,41.026261,28.926034,2.895
ÇEKMEKÖY KAVŞAĞI - KEMERDERE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",UMRANIYE,41.020823,29.180305,4.346
USKUMRUKÖY MAHALLE PARKI,Park,SARIYER,41.21831,29.023453,0.403
İÜ CERRAHPAŞA AVCILAR KAMPÜSÜ,Kamu,AVCILAR,40.990024,28.72458,2.488
AKŞEMSETTİN BULVARI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),EYUPSULTAN,41.088577,28.919686,0.188
KOZYATAĞI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ATASEHIR,40.981682,29.095736,7.782
100. YIL PARKI,Park,BUYUKCEKMECE,40.999841,28.549521,23.494
TEM GİŞE YAMAÇLAR YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KUCUKCEKMECE,41.060572,28.80721,1.499
YEŞİLVADİ İKEA ÖNÜ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),UMRANIYE,41.026403,29.127877,4.913
ŞALCIKIR PARKI,Park,SARIYER,41.139703,29.045366,0.734
GÖKMASLI MAHALLE PARKI - 1,Park,SILE,41.096538,29.803004,0.236
ZERZEVATÇI MAHALLE PARKI,Park,BEYKOZ,41.128522,29.159724,0.022
NECİP FAZIL METRO İSTASYONU,Metro Çıkışı,UMRANIYE,41.016028,29.179406,0.07
SPOR AŞ GENEL MÜDÜRLÜĞÜ BAHÇESİ,Kamu,FATIH,41.025764,28.931415,0.123
YEŞİLVADİ MAHALLE PARKI,Park,SILE,41.122658,29.476383,0.064
HALICIOĞLU PARKI,Park,BEYOGLU,41.043962,28.946063,3.096
ESENLER HAVAALANI MAHALLESİ ZEMİN ÜSTÜ PARKI,Park,ESENLER,41.05583,28.867236,0.995
GÜZELTEPE PARKI,Park,EYUPSULTAN,41.075741,28.957592,0.107
KARABEYLİ MAHALLE PARKI,Park,SILE,41.104385,29.732348,0.158
MİMAR SİNAN KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BUYUKCEKMECE,41.01792,28.564927,1.641
BOZAHLAT MAHALLE PARKI,Park,SILE,41.112039,29.821408,0.015
KURUÇEŞME PARKI,Park,BESIKTAS,41.06106,29.037956,1.273
YENİKÖY CAMİ PARKI,Park,SARIYER,41.121708,29.069698,0.11
KÜÇÜKBAKKALKÖY ATIK AKTARMA İSTASYONU BAHÇESİ,Kamu,ATASEHIR,40.985274,29.130094,0.462
TEM KUMBURGAZ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BUYUKCEKMECE,41.05781,28.465548,22.112
KAYAŞEHİR BULVARI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BASAKSEHIR,41.117213,28.773051,5.317
BAHÇEKÖY BAĞLANTI YOLLARI,Cadde (Kavşak ve Refüj),SARIYER,41.172383,28.990805,0.384
ZÜMRÜTEVLER KAVŞAĞI - GÜLSUYU KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MALTEPE,40.927563,29.149286,0.587
İBRAHİM ÖZDEMİR PARKI,Park,SILE,41.172324,29.607875,0.096
HASDAL KAVŞAĞI - GAZİOSMANPAŞA KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",EYUPSULTAN,41.091781,28.941907,2.552
TEM HADIMKÖY KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENYURT,41.086758,28.635204,14.512
PENDİK SAHİL KUMCULAR - İDO ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.875922,29.22311,1.307
KAYAŞEHİR BÖLGE PARKI,Park,BASAKSEHIR,41.109875,28.755649,3.289
GÜLLÜBAĞLAR MAHALLESİ MUHSİN YAZICIOĞLU CADDESİ NO:132 ÖNÜ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.896916,29.277703,0.054
BEŞİKTAŞ - BEBEK ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BESIKTAS,41.052503,29.024737,1.073
ZİNCİRLİKUYU KAVŞAĞI - ÇAĞLAYAN KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SISLI,41.067006,28.999218,2.013
YARIMBURGAZ CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),KUCUKCEKMECE,41.030017,28.768711,0.89
YENİKÖY MAHALLE PARKI - 1,Park,SILE,41.121997,29.652807,0.083
ODAYERİ MAHALLE PARKI,Park,EYUPSULTAN,41.23518,28.852347,0.133
İBB KÜÇÜKÇEKMECE SULTAN MURAT MAHALLESİ ÇEM BAHÇESİ,Kamu,KUCUKCEKMECE,41.006197,28.787276,0.049
ÜMRANİYE KAVŞAĞI - ÇAMLICA KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",UMRANIYE,41.011199,29.121172,15.949
15 TEMMUZ METRO İSTASYONU,Metro Çıkışı,BAGCILAR,41.036905,28.81436,0.143
İBB BAĞCILAR MERKEZ MAHALLESİ ÇEM BAHÇESİ,Kamu,BAGCILAR,41.032248,28.871202,0.326
BAHÇELİEVLER CUMHURİYET MAHALLESİ OTOPARK ÜSTÜ PARKI,Park,BAHCELIEVLER,41.015123,28.858517,0.44
EDİRNEKAPI İETT GARAJI,Kamu,EYUPSULTAN,41.028678,28.929474,0.471
DAVUTPAŞA ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ESENLER,41.028168,28.898426,1.188
METROKENT METRO İSTASYONU,Metro Çıkışı,BASAKSEHIR,41.107998,28.801104,1.385
İBB GÜNGÖREN GENÇOSMAN ÇEM BAHÇESİ,Kamu,GUNGOREN,41.035912,28.872421,0.033
BEYKOZ KORUSU,Koru,BEYKOZ,41.134361,29.100716,27.548
İBB SULTANBEYLİ 100. YIL SPOR KOMPLEKSİ BAHÇESİ,Kamu,SULTANBEYLI,40.990407,29.255683,0.186
İNÖNÜ PARKI,Park,BESIKTAS,41.041852,28.996934,0.582
BÜYÜK ÇAMLICA CAMİ YAKIN ÇEVRESİ,Kamu,USKUDAR,41.034073,29.070162,10.751
HACIKÖY MAHALLE PARKI,Park,SILE,41.083146,29.878259,0.18
NURTEPE GEZİ PARKI,Park,EYUPSULTAN,41.083873,28.959927,1.745
HEKİMBAŞI ATIK AKTARMA İSTASYONU BAHÇESİ,Kamu,UMRANIYE,41.058452,29.113172,1.69
MEHMET AKİF ERSOY PARKI (FATİH),Park,FATIH,40.99463,28.929471,2.991
KÜÇÜKSU KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",UMRANIYE,41.029266,29.104681,2.292
MİT MASLAK YERLEŞKESİ BAHÇESİ,Kamu,SARIYER,41.114162,29.027993,0.075
İBB YEŞİL PINAR YÜZME HAVUZU BAHÇESİ,Kamu,EYUPSULTAN,41.078493,28.925744,0.348
KORUCU MAHALLE PARKI,Park,SILE,41.120162,29.568158,0.327
ÇAMLICA KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",UMRANIYE,40.995886,29.119259,12.342
ATATÜRK KİTAPLIĞI BAHÇESİ,Kamu,BEYOGLU,41.039075,28.989148,1.448
AKSEKİLİ MEHMET USLU CAMİ BAHÇESİ,Kamu,ATASEHIR,40.991108,29.151489,0.329
MODA İNCİBURNU PARKI,Park,KADIKOY,40.984747,29.019868,6.629
İBB KÜÇÜKÇEKMECE SÖĞÜTLÜÇEŞME MAHALLESİ ÇEM BAHÇESİ,Kamu,KUCUKCEKMECE,41.022949,28.783388,0.169
ULUBATLI HASAN KAVŞAĞI,Cadde (Kavşak ve Refüj),ZEYTINBURNU,41.025727,28.929317,2.302
PENDİK BALIKÇILAR PARKI,Park,PENDIK,40.871595,29.248025,10.158
BAHÇELİEVLER KOCASİNAN İTFAİYE EĞİTİM MERKEZİ BAHÇESİ,Kamu,BAHCELIEVLER,41.014076,28.837403,1.254
HAVALİMANI BAĞLANTI KAVŞAĞI - ORHANLI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",PENDIK,40.916992,29.334336,5.099
OKMEYDANI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAGITHANE,41.05609,28.961017,5.667
AĞVA KIYI REKREASYON ALANI PARKI,Park,SILE,41.138032,29.851719,5.099
KISIRKAYA MAHALLE PARKI,Park,SARIYER,41.250398,28.97611,0.247
KEMERBURGAZ SAHİPSİZ HAYVAN GEÇİCİ BAKIMEVİ BAHÇESİ,Kamu,EYUPSULTAN,41.137604,28.937967,1.661
ŞEHİT AHMET KARA PARKI,Park,FATIH,41.016573,28.955798,0.073
FINDIKLI - DUDULLU YOLU ORTA VE YAN REFÜJ,Cadde (Kavşak ve Refüj),ATASEHIR,40.964226,29.118584,1.161
GEREDELİ MAHALLE PARKI,Park,SILE,41.09553,29.861446,0.054
AZİZ BULVARI,Cadde (Kavşak ve Refüj),UMRANIYE,41.006358,29.13721,0.201
BEYKOZ DEVLET HASTANESİ BAHÇESİ,Kamu,BEYKOZ,41.113411,29.090721,3.372
NUMUNE PARKI,Park,FATIH,41.012382,28.954501,0.234
KADIKÖY MEYDANI,Meydan,KADIKOY,40.990745,29.021219,3.461
ALACALI MAHALLE PARKI,Park,SILE,41.181184,29.454483,0.229
DARÜŞŞAFAKA CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SARIYER,41.12441,29.030967,0.358
İSTANBUL ÜNİVERSİTESİ ORMAN FAKÜLTESİ BAHÇESİ,Kamu,SARIYER,41.175849,28.991202,0.958
TEM MAHMUTBEY GİŞELER - TEM TAHTAKALE KÖPRÜSÜ ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KUCUKCEKMECE,41.060535,28.758586,55.86
ÇATALCA ÇAKIL KAVŞAĞI - ÇATALCA ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",CATALCA,41.133981,28.46785,0.149
HAKKI BAŞAR SPOR KOMPLEKSİ BAHÇESİ,Kamu,ESENLER,41.045406,28.865921,0.2
KABAKOZ MAHALLE PARKI,Park,SILE,41.144457,29.690424,0.191
MUHTAR HAYRULLAH ERSAYIN PARKI,Park,BEYKOZ,41.08884,29.07695,1.01
KÜÇÜKYALI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MALTEPE,40.950796,29.121136,3.199
KÜÇÜK ÇAMLICA KORUSU,Koru,USKUDAR,41.017398,29.066151,27.077
ŞAMLAR MAHALLESİ İSTİKLAL CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ARNAVUTKOY,41.147551,28.780074,1.722
SULTANGAZİ ALİBEY BARAJ ÜSTÜ PARKI,Park,SULTANGAZI,41.101947,28.916169,8.665
ACIBADEM KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",USKUDAR,41.008638,29.062165,13.88
ŞAİR NEDİM PARKI,Park,FATIH,41.028742,28.9549,3.589
BAKIRKÖY CUMHURİYET MEYDANI VE ÇEVRESİ,Meydan,BAKIRKOY,40.98071,28.872047,2.029
KÜÇÜKYALI - İDEALTEPE ARASI KARA VE SAHİL PARKI,Cadde (Kavşak ve Refüj),MALTEPE,40.940178,29.11143,0.958
EDİRNEKAPI İBB HİZMET BİRİMLERİ BAHÇESİ,Kamu,EYUPSULTAN,41.028345,28.929928,2.294
İMRENLİ MAHALLE PARKI,Park,SILE,41.146237,29.73858,0.077
BÜYÜKADA ÖZGÜRLÜK VE DEMOKRASİ PARKI,Park,ADALAR,40.874665,29.133962,0.208
BOYACIDERE PARKI,Park,SILE,41.173761,29.615118,0.137
MALTEPE BAŞIBÜYÜK - SAMANDIRA ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MALTEPE,40.960926,29.179992,4.037
M. FEVZİ ÇAKMAK CADDESİ - FSM BULVARI ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),EYUPSULTAN,41.087697,28.944385,1.005
BÜYÜKADA AYDOĞDU PARKI,Park,ADALAR,40.871116,29.129681,0.053
CEM KARACA PARKI,Park,PENDIK,40.927993,29.305965,0.802
İMAM HATİP LİSESİ METRO İSTASYONU,Metro Çıkışı,UMRANIYE,41.016043,29.151725,0.109
ŞEHİT ESRA TEKİN - HAKAN TEKİN PARKI,Park,ZEYTINBURNU,40.988903,28.914515,6.443
ORTAKÖY KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SILIVRI,41.058604,28.367466,3.384
İTÜ ABDÜLHAKİM SANCAK CAMİ BAHÇESİ,Kamu,SARIYER,41.106612,29.030629,0.945
BAKIRKÖY ADLİYE BİNASI BAHÇESİ,Kamu,BAKIRKOY,40.995705,28.879564,0.465
ÇATAKLI MAHALLE PARKI,Park,SILE,41.076171,29.79812,0.04
KUMBURGAZ İTFAİYE İSTASYONU BAHÇESİ,Kamu,BUYUKCEKMECE,41.039591,28.467814,1.55
KAYIŞDAĞI CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),ATASEHIR,40.977791,29.141992,1.699
BİZİMKENT KAVŞAĞI - GÜRPINAR KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENYURT,41.017263,28.636848,0.569
MECİDİYEKÖY MEYDANI,Meydan,SISLI,41.06649,28.99526,0.734
İBB ŞİLE ENGELLİLER KAMPI BAHÇESİ,Kamu,SILE,41.187232,29.471979,7.242
AVCILAR VATAN HASTANESİ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",AVCILAR,40.979384,28.748825,1.288
KURTKÖY MAHALLESİ BAKÜ CADDESİ KAVŞAĞI ORTA REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.916234,29.30385,0.156
YEŞİLKÖY EMNİYET MÜDÜRLÜĞÜ LOJMANI BAHÇESİ,Kamu,BAKIRKOY,40.961462,28.826525,0.356
GÖÇMEN BLOKLARI YAN REFÜJLER,Cadde (Kavşak ve Refüj),KAGITHANE,41.061947,28.956368,10.895
DEĞİRMENÇAYIR MAHALLE PARKI - 2,Park,SILE,40.979619,29.677212,0.037
EMİRGAN PARKI,Park,SARIYER,41.107612,29.05698,0.418
BUCAKLI MAHALLE PARKI - 2 (DİK),Park,SILE,41.127406,29.866193,0.019
CİBALİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),FATIH,41.02533,28.959119,0.235
SELÇUKLU PARKI,Park,PENDIK,40.926744,29.289463,2.855
TEM SİLİVRİ KAVŞAĞI - TEM KINALI KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SILIVRI,41.120259,28.232998,23.302
GÖZDAĞI KORUSU,Koru,PENDIK,40.890801,29.25288,13.618
EDİRNEKAPI SUR DİPLERİ,Cadde (Kavşak ve Refüj),ZEYTINBURNU,41.025573,28.930051,4.688
SARIYER FATİH SULTAN MEHMET PARKI,Park,SARIYER,41.089742,29.04677,0.203
KADIN HEYKELİ PARKI,Park,SILE,41.174742,29.609548,0.011
ANADOLU ADALET SARAYI BAHÇESİ,Kamu,KARTAL,40.914093,29.178553,3.17
AŞİYAN PARKI,Park,BESIKTAS,41.081323,29.054169,0.272
BAHÇEŞEHİR KÖPRÜLÜ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENYURT,41.047809,28.689162,14.501
İBB KAFKALE SPOR KOMPLEKSİ SAHASI BAHÇESİ,Kamu,TUZLA,40.832995,29.299123,1.812
YOL BAKIM 3. BÖLGE HİZMET BİNASI BAHÇESİ,Kamu,SARIYER,41.155388,29.025081,0.051
MEVLANA CADDESİ,Cadde (Kavşak ve Refüj),SULTANGAZI,41.089057,28.876098,0.433
ŞEHİT AYDIN ÇELİK CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),KARTAL,40.926761,29.215773,0.337
HAVUZBAŞI PARKI,Park,USKUDAR,41.046343,29.054071,1.148
HARP AKADEMİLERİ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SARIYER,41.10003,29.005773,3.385
KARTAL NEYZEN TEVFİK MEYDANI,Meydan,KARTAL,40.889783,29.189661,0.572
DR. REMZİ KAZANCIGİL BULVARI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BAKIRKOY,40.983513,28.858146,0.988
İBB TUZLA ENGELLİLER MERKEZİ BAHÇESİ,Kamu,TUZLA,40.820719,29.312118,0.077
KOZYATAĞI KAVŞAĞI - HALK CADDESİ ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ATASEHIR,40.983106,29.101152,4.089
KISIKLI MAHALLESİ PARKI,Park,USKUDAR,41.024657,29.069843,0.31
İBB TEVFİK AYDENİZ SPOR SALONU BAHÇESİ,Kamu,EYUPSULTAN,41.081675,28.938183,0.18
TEM AVCILAR KAVŞAĞI - TEM HADIMKÖY KAVŞAĞI ARASI ORTA YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENYURT,41.058499,28.664152,44.213
ŞEYHLİ MAHALLESİ YUNUS EMRE CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.907706,29.279299,0.221
HAVALİMANI BAĞLANTI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",PENDIK,40.914204,29.32479,15.515
NURTEPE VİYADÜK ÇEVRESİ YAN REFÜJLER,Ağaçlandırma Sahası,EYUPSULTAN,41.082153,28.961381,3.018
RİVA KALESİ ÖNÜ YEŞİL ALAN,Kamu,BEYKOZ,41.22396,29.217297,0.362
ABDÜLVEDÜT PARKI,Park,EYUPSULTAN,41.041426,28.9382,0.665
KARTAL ATATÜRK PARKI,Park,KARTAL,40.887607,29.190292,0.627
GÜNEŞLİ - HALKALI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KUCUKCEKMECE,41.03595,28.810442,2.181
ÇATALCA HİSARBEYLİ MAHALLE PARKI,Park,CATALCA,41.36942,28.476514,0.17
KÜÇÜKÇEKMECE - YEŞİLKÖY ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BAKIRKOY,40.971071,28.789716,3.019
GÖKSU YOLU YAN REFÜJLER,Cadde (Kavşak ve Refüj),BEYKOZ,41.083012,29.079508,1.159
KARAKÖY - FINDIKLI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BEYOGLU,41.029684,28.986025,0.432
CİHANGİR SANATKARLAR PARKI,Park,BEYOGLU,41.028367,28.982472,0.567
KAVAKLIDERE YAŞAM VADİSİ 4. ETAP,Park,BEYLIKDUZU,40.976621,28.645699,14.217
GÖZTEPE KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",USKUDAR,40.992747,29.073072,7.433
İBB BAHÇELİEVLER ZAFER MAHALLESİ ÇEM BAHÇESİ,Kamu,BAHCELIEVLER,41.003801,28.834851,0.236
YENİ MAHALLE METRO ÇIKIŞI,Metro Çıkışı,GAZIOSMANPASA,41.083649,28.892676,0.93
AMBARLI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",AVCILAR,40.998626,28.699791,2.199
GÖÇMEN KONUTLARI PARKI,Park,BASAKSEHIR,41.102882,28.799743,3.52
REYHANLI CADDESİ PARKI,Park,PENDIK,40.937685,29.316832,0.613
UNKAPANI KAVŞAĞI,Cadde (Kavşak ve Refüj),FATIH,41.022276,28.961373,0.622
YAHYA KEMAL PARKI,Park,BESIKTAS,41.048722,29.008928,2.267
FSM ULUSLAR ARASI ANADOLU İMAMHATİP LİSESİ BAHÇESİ,Kamu,FATIH,41.024103,28.949479,0.134
İBB BAŞAKŞEHİR SULAR VADİSİ ÇEM BAHÇESİ,Kamu,BASAKSEHIR,41.086809,28.809778,0.103
İBB ATAŞEHİR BARBAROS ÇEM BAHÇESİ,Kamu,ATASEHIR,40.989965,29.094498,0.029
İBB ÜMRANİYE MADENLER ÇEM BAHÇESİ,Kamu,UMRANIYE,41.011734,29.190789,0.025
ATABEY CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),CEKMEKOY,41.036278,29.233194,0.001
ORUÇOĞLU MAHALLE PARKI,Park,SILE,41.063156,29.488625,0.233
KURTKÖY KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",PENDIK,40.924861,29.312376,2.007
ÇIRPICI ŞEHİR PARKI,Park,BAKIRKOY,40.999198,28.890278,21.165
BALTALİMANI - ÇAYIRBAŞI ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SARIYER,41.115017,29.060329,0.578
PİERRE LOTİ MEYDANI,Meydan,EYUPSULTAN,41.050461,28.93494,0.272
SULTANİYE PARKI,Park,BEYKOZ,41.123361,29.099238,1.874
BEŞİKTAŞ SAHİL - DOLMABAHÇE ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BESIKTAS,41.040107,29.001151,0.894
FATİH BULVARI ORTA REFÜJLER,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.960719,29.280692,1.571
CENDERE YAŞAM VADİSİ 2. ETAP,Park,KAGITHANE,41.101735,28.979157,1.031
HEYBELİADA KARANFİL SOKAK - LALE ÇIKMAZI YEŞİL ALAN,Cadde (Kavşak ve Refüj),ADALAR,40.879038,29.098852,0.018
HEYBELİADA ULUBEY SOKAK - ZAFER SOKAK YEŞİL ALAN,Kamu,ADALAR,40.877693,29.098798,0.008
KÜÇÜKÇEKMECE LAGÜN PARKI,Park,KUCUKCEKMECE,40.986919,28.768298,1.827
HEYBELİADA 112 ÖNÜ YEŞİL ALAN,Kamu,ADALAR,40.877158,29.09912,0.008
HEYBELİADA ŞEHİT ATİLLA ALTIKAT PARKI YEŞİL ALAN,Park,ADALAR,40.877092,29.098663,0.022
HEYBELİADA KİLİSE ÖNÜ PARK YEŞİL ALAN,Kamu,ADALAR,40.877331,29.099444,0.028
BURGAZADA İSKELE ÇOCUK PARKI,Park,ADALAR,40.881401,29.069318,0.037
BURGAZADA AYA NİKOLA PARKI YEŞİL ALAN,Park,ADALAR,40.884106,29.059212,0.177
BURGAZADA CEMEVİ YANI ÇOCUK OYUN PARKI,Park,ADALAR,40.879201,29.068436,0.018
HALİÇ SU SPORLARI MERKEZİ BAHÇESİ,Kamu,BEYOGLU,41.044975,28.944375,0.179
HAYDARPAŞA NUMUNE HASTANESİ ÖNÜ,Cadde (Kavşak ve Refüj),USKUDAR,41.004941,29.024374,1.468
DEMOKRASİ CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.964002,29.277688,0.782
OSMANGAZİ CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.98753,29.228967,0.807
KİPTAŞ SÖĞÜTLÜ PARKI,Park,SILIVRI,41.08423,28.189238,2.394
ÜVEZLİ MAHALLE PARKI,Park,SILE,41.112597,29.441382,0.277
İSTANBUL KENT ÜNİVERSİTESİ MESUT YILMAZ HATIRA ORMANI,Hatıra Ormanı,USKUDAR,41.030583,29.06725,15.917
TEM HADIMKÖY KAVŞAĞI - ÇATALCA KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BUYUKCEKMECE,41.100605,28.5876,60.964
İBB LOJİSTİK DESTEK MERKEZİ BİNASI BAHÇESİ,Kamu,EYUPSULTAN,41.091752,28.922222,0.783
SİLAHTARAĞA GENÇLİK PARKI,Park,EYUPSULTAN,41.071226,28.943906,4.317
RUMELİFENERİ MAHALLE PARKI,Park,SARIYER,41.231772,29.108678,0.844
YENİKÖY PLAJ PARKI,Park,SARIYER,41.117332,29.064703,0.644
HEYBELİADA KOĞUŞ ÖNÜ YEŞİL ALAN,Park,ADALAR,40.877479,29.098651,0.015
KÜÇÜKSU ÇAYIRI,Mesire Alanı,BEYKOZ,41.07988,29.066614,7.84
ŞEHİTLER CADDESİ,Cadde (Kavşak ve Refüj),TUZLA,40.821946,29.323563,0.299
HEYBELİADA BAHRİYE ÇEŞMESİ PARKI YEŞİL ALAN,Park,ADALAR,40.876217,29.099675,0.217
İBB BAĞCILAR YENİ MAHALLE ÇEM BAHÇESİ,Kamu,BAGCILAR,41.041893,28.83928,0.021
İSKİ ATİK VALİDE SUYU MEMBA ALANI,Park,UMRANIYE,41.013357,29.087952,0.131
ULUBATLI HASAN CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.982956,29.221813,0.167
SIRRI ÇELİK BULVARI ORTA REFÜJLER,Cadde (Kavşak ve Refüj),CEKMEKOY,41.02914,29.233852,0.016
YAKACIK CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.959623,29.215949,0.341
TURGUT ÖZAL CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),CEKMEKOY,41.026556,29.235536,0.145
KÜÇÜKÇEKMECE ATATÜRK MAHALLESİ PARKI,Park,KUCUKCEKMECE,41.052164,28.798722,0.366
